Trade #,Type,Signal,Date/Time,Price USDT,Contracts,Profit USDT,Profit %,Cum. Profit USDT,Cum. Profit %,Run-up USDT,Run-up %,Drawdown USDT,Drawdown %
217,Exit Long,Close entry(s) order long,2021-11-26 03:40,4426.63,70.3603,26.71,0.01,301179.10,0.01,9057.73,2.91,901.77,0.29
217,Entry Long,long,2021-11-25 12:00,4418.29,70.3603,26.71,0.01,301179.10,0.01,9057.73,2.91,901.77,0.29
216,Exit Long,Close entry(s) order long,2021-11-24 02:20,4257.87,73.1428,-4305.20,-1.37,301152.38,-1.36,5316.89,1.69,4811.93,1.53
216,Entry Long,long,2021-11-23 14:40,4309.02,73.1428,-4305.20,-1.37,301152.38,-1.36,5316.89,1.69,4811.93,1.53
215,Exit Long,Close entry(s) order long,2021-11-15 15:00,4651.61,67.8779,-1364.58,-0.43,305457.56,-0.43,7092.09,2.24,2353.80,0.74
215,Entry Long,long,2021-11-15 00:00,4663.33,67.8779,-1364.58,-0.43,305457.56,-0.43,7092.09,2.24,2353.80,0.74
214,Exit Long,Close entry(s) order long,2021-11-09 19:00,4732.96,66.9998,12035.16,3.95,306822.16,3.95,19376.98,6.36,2040.85,0.67
214,Entry Long,long,2021-11-07 00:40,4544.98,66.9998,12035.16,3.95,306822.16,3.95,19376.98,6.36,2040.85,0.67
213,Exit Long,Close entry(s) order long,2021-11-03 13:20,4508.82,67.6588,5089.91,1.7,294787.00,1.7,14238.59,4.76,1394.65,0.47
213,Entry Long,long,2021-11-02 09:40,4425.55,67.6588,5089.91,1.7,294787.00,1.7,14238.59,4.76,1394.65,0.47
212,Exit Long,Close entry(s) order long,2021-10-30 14:20,4264.72,70.3368,11165.49,3.87,289697.10,3.87,25203.88,8.74,617.46,0.21
212,Entry Long,long,2021-10-28 08:20,4098.45,70.3368,11165.49,3.87,289697.10,3.87,25203.88,8.74,617.46,0.21
211,Exit Long,Close entry(s) order long,2021-10-27 07:20,4170.10,69.2528,-8202.02,-2.77,278531.60,-2.76,1538.60,0.52,8336.85,2.81
211,Entry Long,long,2021-10-27 04:20,4280.93,69.2528,-8202.02,-2.77,278531.60,-2.76,1538.60,0.52,8336.85,2.81
210,Exit Long,Close entry(s) order long,2021-10-21 14:20,4121.68,72.0582,17006.45,6.09,286733.62,6.08,35527.53,12.71,3884.70,1.39
210,Entry Long,long,2021-10-19 22:40,3878.47,72.0582,17006.45,6.09,286733.62,6.08,35527.53,12.71,3884.70,1.39
209,Exit Long,Close entry(s) order long,2021-10-16 20:00,3818.59,73.32,19445.29,7.48,269727.16,7.47,30871.97,11.87,985.57,0.38
209,Entry Long,long,2021-10-13 20:00,3546.75,73.32,19445.29,7.48,269727.16,7.47,30871.97,11.87,985.57,0.38
208,Exit Long,Close entry(s) order long,2021-10-11 19:40,3515.00,74.1156,-4428.04,-1.67,250281.89,-1.67,3870.20,1.46,4234.34,1.6
208,Entry Long,long,2021-10-11 07:20,3568.37,74.1156,-4428.04,-1.67,250281.89,-1.67,3870.20,1.46,4234.34,1.6
207,Exit Long,Close entry(s) order long,2021-10-07 01:20,3490.75,75.9001,-3524.76,-1.32,254709.92,-1.31,7442.93,2.78,4800.51,1.79
207,Entry Long,long,2021-10-06 13:00,3530.87,75.9001,-3524.76,-1.32,254709.92,-1.31,7442.93,2.78,4800.51,1.79
206,Exit Long,XL STP,2021-10-02 15:40,3395.48,79.0687,32517.27,13.81,258234.69,13.8,32758.90,13.91,3102.71,1.32
206,Entry Long,long,2021-09-30 01:00,2978.49,79.0687,32517.27,13.81,258234.69,13.8,32758.90,13.91,3102.71,1.32
205,Exit Long,Close entry(s) order long,2021-09-27 16:20,3026.52,77.9541,3111.39,1.34,225717.40,1.34,14114.13,6.07,4100.63,1.76
205,Entry Long,long,2021-09-26 09:40,2981.20,77.9541,3111.39,1.34,225717.40,1.34,14114.13,6.07,4100.63,1.76
204,Exit Long,Close entry(s) order long,2021-09-16 14:00,3546.82,65.6406,1276.64,0.55,222606.02,0.55,9984.01,4.32,1208.37,0.52
204,Entry Long,long,2021-09-15 16:00,3521.01,65.6406,1276.64,0.55,222606.02,0.55,9984.01,4.32,1208.37,0.52
203,Exit Long,XL STP,2021-09-01 22:00,3792.77,61.0471,28043.34,13.81,221329.38,13.8,28251.73,13.91,1204.11,0.59
203,Entry Long,long,2021-08-31 07:20,3326.99,61.0471,28043.34,13.81,221329.38,13.8,28251.73,13.91,1204.11,0.59
202,Exit Long,Close entry(s) order long,2021-08-30 23:40,3229.64,63.0005,-1914.93,-0.93,193286.05,-0.93,5721.78,2.79,2894.17,1.41
202,Entry Long,long,2021-08-30 16:20,3254.20,63.0005,-1914.93,-0.93,193286.05,-0.93,5721.78,2.79,2894.17,1.41
201,Exit Long,Close entry(s) order long,2021-08-29 03:20,3165.20,64.8887,-3297.51,-1.58,195200.97,-1.58,4790.78,2.3,3164.57,1.52
201,Entry Long,long,2021-08-27 14:00,3210.28,64.8887,-3297.51,-1.58,195200.97,-1.58,4790.78,2.3,3164.57,1.52
200,Exit Long,Close entry(s) order long,2021-08-26 03:00,3161.64,66.0057,-5192.44,-2.43,198498.48,-2.43,827.64,0.39,5027.07,2.35
200,Entry Long,long,2021-08-25 17:20,3234.55,66.0057,-5192.44,-2.43,198498.48,-2.43,827.64,0.39,5027.07,2.35
199,Exit Long,Close entry(s) order long,2021-08-24 13:20,3256.91,65.6706,-2937.93,-1.36,203690.92,-1.36,5199.39,2.4,3396.23,1.57
199,Entry Long,long,2021-08-23 02:40,3295.75,65.6706,-2937.93,-1.36,203690.92,-1.36,5199.39,2.4,3396.23,1.57
198,Exit Long,Close entry(s) order long,2021-08-21 19:00,3227.67,67.1766,7238.43,3.46,206628.86,3.46,12907.80,6.17,400.56,0.19
198,Entry Long,long,2021-08-19 18:20,3114.21,67.1766,7238.43,3.46,206628.86,3.46,12907.80,6.17,400.56,0.19
197,Exit Long,Close entry(s) order long,2021-08-16 13:20,3242.18,64.6413,-1508.19,-0.72,199390.42,-0.72,4680.44,2.22,1828.29,0.87
197,Entry Long,long,2021-08-15 20:40,3259.66,64.6413,-1508.19,-0.72,199390.42,-0.72,4680.44,2.22,1828.29,0.87
196,Exit Long,Close entry(s) order long,2021-08-14 10:00,3232.84,65.295,3903.33,1.89,200898.61,1.89,10501.36,5.08,551.78,0.27
196,Entry Long,long,2021-08-13 06:20,3167.30,65.295,3903.33,1.89,200898.61,1.89,10501.36,5.08,551.78,0.27
195,Exit Long,Close entry(s) order long,2021-08-08 14:40,3027.50,68.4332,14975.39,7.81,196995.28,7.8,26281.56,13.7,5877.25,3.06
195,Entry Long,long,2021-08-05 14:00,2803.42,68.4332,14975.39,7.81,196995.28,7.8,26281.56,13.7,5877.25,3.06
194,Exit Long,Close entry(s) order long,2021-08-05 08:40,2632.99,72.9941,2896.45,1.53,182019.89,1.53,13268.16,7.02,1340.15,0.71
194,Entry Long,long,2021-08-04 12:40,2588.61,72.9941,2896.45,1.53,182019.89,1.53,13268.16,7.02,1340.15,0.71
193,Exit Long,Close entry(s) order long,2021-08-01 23:20,2551.93,74.1767,7722.11,4.26,179123.45,4.26,18698.54,10.32,2381.00,1.31
193,Entry Long,long,2021-07-30 21:20,2443.33,74.1767,7722.11,4.26,179123.45,4.26,18698.54,10.32,2381.00,1.31
192,Exit Long,Close entry(s) order long,2021-07-30 08:40,2350.72,77.2379,-3623.98,-1.96,171401.34,-1.96,4207.61,2.28,4508.69,2.44
192,Entry Long,long,2021-07-29 23:00,2393.37,77.2379,-3623.98,-1.96,171401.34,-1.96,4207.61,2.28,4508.69,2.44
191,Exit Long,Close entry(s) order long,2021-07-26 20:20,2274.97,81.4041,-3473.48,-1.84,175025.31,-1.84,9610.39,5.1,6316.32,3.35
191,Entry Long,long,2021-07-26 01:20,2313.51,81.4041,-3473.48,-1.84,175025.31,-1.84,9610.39,5.1,6316.32,3.35
190,Exit Long,Close entry(s) order long,2021-07-23 16:00,2015.53,93.6074,14919.96,8.6,178498.80,8.6,22461.34,12.95,405.08,0.23
190,Entry Long,long,2021-07-21 04:20,1852.66,93.6074,14919.96,8.6,178498.80,8.6,22461.34,12.95,405.08,0.23
189,Exit Long,Close entry(s) order long,2021-07-18 14:20,1928.78,90.0751,-1434.27,-0.82,163578.84,-0.82,4577.88,2.62,1438.24,0.82
189,Entry Long,long,2021-07-18 00:20,1941.22,90.0751,-1434.27,-0.82,163578.84,-0.82,4577.88,2.62,1438.24,0.82
188,Exit Long,Close entry(s) order long,2021-07-15 10:20,1921.90,91.1445,-7815.04,-4.28,165013.11,-4.27,3369.28,1.84,8084.85,4.43
188,Entry Long,long,2021-07-14 13:40,2004.11,91.1445,-7815.04,-4.28,165013.11,-4.27,3369.28,1.84,8084.85,4.43
187,Exit Long,Close entry(s) order long,2021-07-05 01:20,2276.45,80.3851,4748.28,2.67,172828.14,2.67,14035.08,7.89,2267.82,1.27
187,Entry Long,long,2021-07-03 09:00,2213.34,80.3851,4748.28,2.67,172828.14,2.67,14035.08,7.89,2267.82,1.27
186,Exit Long,XL STP,2021-06-28 19:20,2141.21,83.2427,21588.37,13.81,168079.86,13.8,21748.79,13.91,6299.84,4.03
186,Entry Long,long,2021-06-27 02:20,1878.25,83.2427,21588.37,13.81,168079.86,13.8,21748.79,13.91,6299.84,4.03
